"InputText","TaskName","TaskType","Difficulty","HasDeadline","Urgency","TimeExpression","DeadlineType"
"ai làm xong assignment Hóa chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Lập trình chưa cho t copy tẹo =)) 🔥","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Lý về nhà tuần này dài ngoằng 😭","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Lập trình chưa cho t copy tẹo =)) hz","Bài tập","BaiTap","3","1","low","","submission"
"assignment Lý về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Mạng máy tính về nhà tuần này dài ngoằng vkl","Bài tập","BaiTap","4","1","low","","submission"
"assignment Lý về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Cơ sở dữ liệu chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Cơ sở dữ liệu về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"boi tập Lập trenh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"ai làm xong assignment Toán chưa cho t copy tẹo =)) 👍","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Hóa về nhà tuần này dài ngoằng hz","Bài tập","BaiTap","4","1","low","","submission"
"boi tập Triết về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"ai làm xong assignment Mạng máy tính chưa cho t copy tẹo =)) 😂","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Triết về nhà tuần này dài ngoằng 😂","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Triết chưa cho t copy tẹo =)) hz","Bài tập","BaiTap","3","1","low","","submission"
"boi tập Lập trenh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"assignment Kỹ năng mềm về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"boi tập Lập trenh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"ai làm xong assignment Mạng máy tính chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Triết chưa cho t copy tẹo =)) 😂","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Cơ sở dữ liệu chưa cho t copy tẹo =)) vkl","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Triết về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Toán chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Toán về nhà tuần này dài ngoằng 👍","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Toán về nhà tuần này dài ngoằng 👍","Bài tập","BaiTap","4","1","low","","submission"
"assignment Triết về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Triết chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Lập trình về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Kỹ năng mềm về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Hóa về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Hóa chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Hóa về nhà tuần này dài ngoằng 👍","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Triết về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Hóa chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Mạng máy tính chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai lom xong assignment Cd sở dữ liệu chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Lý chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Lý về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Toán về nhà tuần này dài ngoằng zz","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Kỹ năng mềm về nhà tuần này dài ngoằng 😂","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Cơ sở dữ liệu chưa cho t copy tẹo =)) 👍","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Kỹ năng mềm về nhà tuần này dài ngoằng vkl","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Triết chưa cho t copy tẹo =)) ak","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Toán về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Toán chưa cho t copy tẹo =)) zz","Bài tập","BaiTap","3","1","low","","submission"
"boi tập Lập trenh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"bài tập Hóa về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Lập trình về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Lập trình chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Triết về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"boi tập Mạng may tinh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"bài tập Kỹ năng mềm về nhà tuần này dài ngoằng 😂","Bài tập","BaiTap","4","1","low","","submission"
"boi tập Mạng may tinh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"ai lom xong assignment Hoa chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"boi tập Hoa về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"ai lom xong assignment Mạng may tinh chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"boi tập Lu về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"bài tập Lập trình về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Triết chưa cho t copy tẹo =)) ak","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =)) hz","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Mạng máy tính về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Hóa về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Hóa về nhà tuần này dài ngoằng 😂","Bài tập","BaiTap","4","1","low","","submission"
"bài tập Mạng máy tính về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai lom xong assignment Triết chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai lom xong assignment Triết chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"ai lom xong assignment Lu chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Lập trình về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"boi tập Lu về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"ai làm xong assignment Cơ sở dữ liệu chưa cho t copy tẹo =)) 👍","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Toán chưa cho t copy tẹo =)) 😭","Bài tập","BaiTap","3","1","low","","submission"
"assignment Lập trình về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"boi tập Lập trenh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"boi tập Mạng may tinh về nho tuần noy doi ngoằng","Nhắc nhở","NhacNho","4","0","low","","none"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =)) 🔥","Bài tập","BaiTap","3","1","low","","submission"
"ai làm xong assignment Toán chưa cho t copy tẹo =)) zz","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Lý về nhà tuần này dài ngoằng hz","Bài tập","BaiTap","4","1","low","","submission"
"assignment Kỹ năng mềm về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Triết chưa cho t copy tẹo =)) 😂","Bài tập","BaiTap","3","1","low","","submission"
"bài tập Lập trình về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Mạng máy tính chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"assignment Triết về nhà tuần này dài ngoằng","Bài tập","BaiTap","4","1","low","","submission"
"ai làm xong assignment Kỹ năng mềm chưa cho t copy tẹo =))","Bài tập","BaiTap","3","1","low","","submission"
"mai kt 1 tiết Lý sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Lập trình sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Lu dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Lý sợ toang hz","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Kỹ nyng mềm sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Lý sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Mạng máy tính dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Lý dễ ăn điểm lắm zz","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hóa dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Mạng may tinh sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Toán dễ ăn điểm lắm 🔥","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Triết sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Toán dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Triết dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hoa dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Toán dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm 😭","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Triết sợ toang 😭","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Lập trình sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Cd sở dữ liệu sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Kỹ năng mềm sợ toang vkl","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Lập trình dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Cơ sở dữ liệu sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Toán sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm 😭","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Triết sợ toang 🔥","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Cơ sở dữ liệu sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Triết sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Hóa dễ ăn điểm lắm 😭","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Kỹ năng mềm sợ toang 😭","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Triết sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Mạng máy tính dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Toán dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Triết dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Toan sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Lý dễ ăn điểm lắm 😂","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Mạng máy tính sợ toang 🔥","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Triết dễ ăn điểm lắm 😭","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Kỹ năng mềm sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Mạng may tinh dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Toán sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Lý dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hóa dễ ăn điểm lắm 👍","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Lý dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hóa dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Triết sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Mạng máy tính sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Hóa dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Triết dễ ăn điểm lắm zz","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Lý sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Toán dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Lập trình sợ toang zz","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Cơ sở dữ liệu sợ toang ak","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Kỹ nyng mềm sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Lý dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Triết sợ toang hz","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Hoa sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Triết dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Toan dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Hoa sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Triết sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Lập trình dễ ăn điểm lắm 🔥","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Toán dễ ăn điểm lắm 🔥","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Toán dễ ăn điểm lắm 😭","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hóa dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hóa dễ ăn điểm lắm 👍","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hoa dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Triết dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Lý sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Triết dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Kỹ năng mềm sợ toang ak","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Mạng may tinh sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Toán dễ ăn điểm lắm zz","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Hóa sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Cơ sở dữ liệu sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Cơ sở dữ liệu sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Hóa dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm 👍","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Lập trình sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Toán dễ ăn điểm lắm zz","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Triết sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Kỹ năng mềm sợ toang vkl","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Hóa sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Mạng máy tính sợ toang hz","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Lý sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Mạng máy tính dễ ăn điểm lắm 🔥","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Triết sợ toang hz","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Lý dễ ăn điểm lắm 🔥","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Toan sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Cơ sở dữ liệu dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Toán sợ toang ak","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Kỹ năng mềm sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Lý sợ toang hz","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Cd sở dữ liệu sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Lu sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Hóa sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"mai kt 1 tiết Lập trình sợ toang 😂","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Lý dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Toán dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hóa dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Hoa dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"pop quiz Kỹ năng mềm dễ ăn điểm lắm 😂","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Toan sợ toang","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Toan dễ yn aiểm lắm","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"mai kt 1 tiết Mạng máy tính sợ toang 😂","Nhắc nhở","NhacNho","5","1","high","mai","relative"
"pop quiz Toán dễ ăn điểm lắm zz","Kiểm tra","KiemTraThuongXuyen","3","1","low","","submission"
"chuẩn bị thi final Mạng máy tính rôi lo quá 👍","Thi final Mạng máy tính rôi lo quá 👍","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Hóa đang tới gần","Thi cuối kỳ Hóa đang tới gần","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Toán đang tới gần","Thi cuối kỳ Toán đang tới gần","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Cd sở dữ liệu roi lo qua","Thi final Cd sở dữ liệu roi lo qua","ThiCuoiKy","5","1","high","","submission"
"deadline on thi cuối kỳ Mạng may tinh aang tới gần","Thi cuối kỳ Mạng may tinh aang tới gần","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Mạng máy tính rôi lo quá","Thi final Mạng máy tính rôi lo quá","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Kỹ nyng mềm roi lo qua","Thi final Kỹ nyng mềm roi lo qua","ThiCuoiKy","5","1","high","","submission"
"chuẩn bị thi final Lập trenh roi lo qua","Thi final Lập trenh roi lo qua","ThiCuoiKy","5","1","high","","submission"
"deadline ôn thi cuối kỳ Triết đang tới gần 😭","Thi cuối kỳ Triết đang tới gần 😭","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Toán đang tới gần 🔥","Thi cuối kỳ Toán đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"deadline on thi cuối kỳ Kỹ nyng mềm aang tới gần","Thi cuối kỳ Kỹ nyng mềm aang tới gần","ThiCuoiKy","4","1","high","","submission"
"deadline on thi cuối kỳ Cd sở dữ liệu aang tới gần","Thi cuối kỳ Cd sở dữ liệu aang tới gần","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Lý đang tới gần ak","Thi cuối kỳ Lý đang tới gần ak","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Mạng máy tính đang tới gần","Thi cuối kỳ Mạng máy tính đang tới gần","ThiCuoiKy","4","1","high","","submission"
"deadline on thi cuối kỳ Hoa aang tới gần","Thi cuối kỳ Hoa aang tới gần","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Mạng máy tính đang tới gần 😭","Thi cuối kỳ Mạng máy tính đang tới gần 😭","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Lập trình rôi lo quá","Thi final Lập trình rôi lo quá","ThiCuoiKy","5","1","high","","submission"
"chuẩn bị thi final Mạng may tinh roi lo qua","Thi final Mạng may tinh roi lo qua","ThiCuoiKy","4","1","high","","submission"
"deadline on thi cuối kỳ Mạng may tinh aang tới gần","Thi cuối kỳ Mạng may tinh aang tới gần","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Kỹ năng mềm đang tới gần 🔥","Thi cuối kỳ Kỹ năng mềm đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Mạng máy tính rôi lo quá","Thi final Mạng máy tính rôi lo quá","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Mạng may tinh roi lo qua","Thi final Mạng may tinh roi lo qua","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Triết rôi lo quá","Thi final Triết rôi lo quá","ThiCuoiKy","5","1","high","","submission"
"chuẩn bị thi final Lập trenh roi lo qua","Thi final Lập trenh roi lo qua","ThiCuoiKy","5","1","high","","submission"
"deadline ôn thi cuối kỳ Toán đang tới gần 🔥","Thi cuối kỳ Toán đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Mạng máy tính đang tới gần","Thi cuối kỳ Mạng máy tính đang tới gần","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Kỹ năng mềm rôi lo quá","Thi final Kỹ năng mềm rôi lo quá","ThiCuoiKy","5","1","high","","submission"
"chuẩn bị thi final Toán rôi lo quá","Thi final Toán rôi lo quá","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Triết rôi lo quá 😭","Thi final Triết rôi lo quá 😭","ThiCuoiKy","5","1","high","","submission"
"chuẩn bị thi final Lập trình rôi lo quá","Thi final Lập trình rôi lo quá","ThiCuoiKy","5","1","high","","submission"
"chuẩn bị thi final Triết roi lo qua","Thi final Triết roi lo qua","ThiCuoiKy","5","1","high","","submission"
"deadline ôn thi cuối kỳ Triết đang tới gần","Thi cuối kỳ Triết đang tới gần","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Kỹ năng mềm đang tới gần 🔥","Thi cuối kỳ Kỹ năng mềm đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Lý đang tới gần 🔥","Thi cuối kỳ Lý đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Lập trình đang tới gần 🔥","Thi cuối kỳ Lập trình đang tới gần 🔥","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Cơ sở dữ liệu đang tới gần 😭","Thi cuối kỳ Cơ sở dữ liệu đang tới gần 😭","ThiCuoiKy","4","1","high","","submission"
"deadline ôn thi cuối kỳ Hóa đang tới gần","Thi cuối kỳ Hóa đang tới gần","ThiCuoiKy","4","1","high","","submission"
"chuẩn bị thi final Hóa rôi lo quá","Thi final Hóa rôi lo quá","ThiCuoiKy","5","1","high","","submission"
"chuẩn bị thi final Lu roi lo qua","Thi final Lu roi lo qua","ThiCuoiKy","5","1","high","","submission"
"deadline on thi cuối kỳ Cd sở dữ liệu aang tới gần","Thi cuối kỳ Cd sở dữ liệu aang tới gần","ThiCuoiKy","4","1","high","","submission"
